VisitID,UserID,DestinationID,VisitDate
2246,141,10,2024-01-17
2247,141,20,2023-06-14
2248,141,16,2023-08-28
2249,141,12,2023-03-08
2250,141,21,2023-02-06
2251,141,13,2023-04-03
2252,141,6,2023-10-03
2253,141,23,2023-04-30
2254,141,1,2023-06-19
2255,141,11,2023-08-09
2256,141,27,2023-08-01
2257,141,14,2023-01-09
2258,141,7,2023-03-27
2259,142,20,2023-09-10
2260,142,2,2023-06-27
2261,142,13,2024-01-28
2262,142,10,2023-06-10
2263,142,1,2023-03-24
2264,142,29,2024-11-24
2265,142,27,2024-05-11
2266,142,21,2023-03-28
2267,142,26,2024-03-27
2268,142,9,2023-08-11
2269,142,4,2023-05-12
2270,142,8,2023-12-11
2271,142,16,2024-07-29
2272,142,17,2023-01-01
2273,142,25,2023-09-17
2274,142,15,2024-11-04
2275,142,11,2023-10-16
2276,142,5,2023-03-14
2277,142,14,2023-11-10
2278,142,12,2024-05-13
2279,143,12,2024-04-04
2280,143,16,2024-09-03
2281,143,21,2023-08-08
2282,143,10,2024-08-01
2283,143,22,2023-11-07
2284,143,8,2023-03-17
2285,143,13,2023-12-12
2286,143,11,2023-06-19
2287,143,1,2023-08-02
2288,143,9,2024-01-14
2289,143,29,2024-07-31
2290,143,26,2024-03-04
2291,143,14,2023-06-13
2292,143,20,2024-06-08
2293,143,17,2024-05-24
2294,143,27,2023-06-23
2295,143,24,2024-09-14
2296,143,28,2024-09-08
2297,143,2,2024-03-17
2298,143,5,2023-08-05
2299,144,13,2023-10-12
2300,144,5,2023-05-22
2301,144,17,2023-12-07
2302,144,1,2023-09-29
2303,144,30,2023-05-18
2304,144,21,2024-10-11
2305,144,10,2024-07-09
2306,144,29,2023-10-11
2307,144,12,2023-02-12
2308,144,20,2024-09-09
2309,144,11,2024-05-24
2310,144,8,2024-02-11
2311,144,14,2024-03-17
2312,144,2,2023-01-06
2313,144,9,2023-12-13
2314,145,13,2023-03-20
2315,145,14,2024-04-09
2316,145,29,2024-09-17
2317,145,10,2024-03-15
2318,145,1,2024-06-04
2319,145,3,2023-04-15
2320,145,17,2024-11-13
2321,145,20,2023-05-22
2322,145,21,2024-01-20
2323,145,16,2024-05-14
2324,145,2,2024-09-18
2325,145,22,2024-11-13
2326,145,8,2024-03-13
2327,146,12,2024-01-24
2328,146,2,2023-12-14
2329,146,20,2024-05-18
2330,146,14,2024-10-16
2331,146,1,2023-08-25
2332,146,9,2024-07-31
2333,146,30,2023-08-01
2334,146,7,2023-05-25
2335,146,28,2023-03-19
2336,146,10,2023-09-29
2337,146,29,2024-02-14
2338,146,18,2024-07-24
2339,146,16,2024-09-12
2340,146,3,2024-01-21
2341,146,26,2023-10-26
2342,146,4,2023-05-08
2343,146,8,2024-10-30
2344,147,17,2024-01-26
2345,147,8,2024-07-25
2346,147,13,2023-01-29
2347,147,29,2024-02-06
2348,147,26,2023-10-31
2349,147,10,2024-07-26
2350,147,20,2023-06-10
2351,147,21,2023-04-29
2352,147,1,2023-03-11
2353,147,5,2023-10-25
2354,147,16,2023-12-23
2355,147,22,2024-11-02
2356,147,14,2023-12-07
2357,147,4,2023-05-06
2358,147,2,2024-05-25
2359,148,13,2024-05-10
2360,148,26,2024-04-04
2361,148,10,2023-07-21
2362,148,1,2023-11-11
2363,148,20,2024-09-05
2364,148,25,2023-05-08
2365,148,2,2024-06-12
2366,148,21,2024-08-30
2367,148,11,2024-11-15
2368,148,14,2023-08-26
2369,148,22,2023-07-14
2370,148,9,2024-11-14
2371,149,20,2024-02-20
2372,149,22,2024-12-22
2373,149,21,2023-12-30
2374,149,13,2023-05-07
2375,149,5,2024-05-14
2376,149,12,2024-05-21
2377,149,28,2023-06-23
2378,149,29,2024-06-16
2379,149,8,2023-02-16
2380,149,14,2023-08-22
2381,149,10,2024-09-17
2382,149,16,2024-03-27
2383,149,25,2024-03-19
2384,149,11,2024-03-29
2385,149,23,2023-05-01
2386,149,9,2024-12-03
2387,150,29,2024-11-29
2388,150,21,2024-05-25
2389,150,9,2024-02-15
2390,150,16,2024-01-23
2391,150,10,2023-05-30
2392,150,2,2024-08-28
2393,150,5,2024-05-21
2394,150,14,2024-09-30
2395,150,13,2024-05-27
2396,150,20,2023-12-18
2397,150,4,2023-08-04
2398,150,23,2024-12-21
2399,150,24,2024-06-20
2400,150,26,2024-10-01
2401,151,2,2024-01-09
2402,151,9,2024-12-22
2403,151,29,2024-01-13
2404,151,30,2023-03-22
2405,151,21,2023-12-30
2406,151,20,2023-08-21
2407,151,28,2024-09-02
2408,151,16,2024-07-22
2409,151,12,2023-11-07
2410,151,14,2023-10-11
2411,151,13,2023-04-27
2412,151,8,2023-02-01
2413,151,25,2023-08-17
2414,151,19,2023-06-26
2415,151,1,2023-07-13
2416,151,22,2024-12-30
2417,151,18,2024-05-12
2418,152,20,2023-05-11
2419,152,4,2023-10-24
2420,152,1,2024-02-07
2421,152,7,2024-01-21
2422,152,29,2024-03-03
2423,152,21,2023-01-18
2424,152,14,2023-08-01
2425,152,5,2023-09-09
2426,152,15,2023-08-03
2427,152,8,2024-02-13
2428,152,12,2023-06-17
2429,152,23,2024-04-06
2430,152,3,2024-11-14
2431,152,10,2024-04-28
2432,152,16,2023-10-12
2433,152,2,2023-11-14
2434,153,8,2023-06-08
2435,153,21,2023-01-25
2436,153,24,2023-03-10
2437,153,19,2023-02-07
2438,153,2,2023-06-01
2439,153,13,2024-05-23
2440,153,12,2024-07-19
2441,153,15,2024-12-12
2442,153,20,2024-02-03
2443,153,9,2023-11-29
2444,153,16,2024-10-19
2445,153,17,2023-04-18
2446,153,11,2024-04-05
2447,153,23,2024-08-21
2448,153,10,2024-01-03
2449,153,14,2023-07-11
2450,153,6,2024-03-29
2451,154,1,2024-04-02
2452,154,21,2024-03-27
2453,154,29,2024-11-15
2454,154,17,2023-10-03
2455,154,15,2023-05-01
2456,154,16,2024-11-02
2457,154,11,2023-03-17
2458,154,13,2024-04-27
2459,154,10,2023-07-14
2460,154,8,2024-11-10
2461,154,14,2024-12-12
2462,154,25,2023-12-13
2463,154,24,2024-01-25
2464,154,9,2023-11-29
2465,154,5,2023-11-07
2466,154,22,2024-11-16
2467,154,20,2023-07-29
2468,154,12,2024-12-02
2469,154,4,2024-04-20
2470,154,26,2024-12-03
2471,155,13,2024-08-21
2472,155,10,2024-06-10
2473,155,8,2024-10-04
2474,155,5,2023-06-11
2475,155,17,2024-12-09
2476,155,4,2024-08-06
2477,155,30,2024-06-26
2478,155,26,2023-09-03
2479,155,18,2023-03-29
2480,155,22,2023-11-10
2481,155,25,2024-08-13
2482,155,12,2024-03-04
2483,155,21,2024-04-18
2484,155,16,2024-07-24
2485,155,29,2023-09-05
2486,155,23,2023-01-28
2487,155,1,2024-10-08
2488,156,11,2024-02-18
2489,156,20,2023-09-24
2490,156,9,2023-06-12
2491,156,15,2023-02-07
2492,156,21,2023-09-10
2493,156,28,2023-08-30
2494,156,13,2024-10-18
2495,156,12,2024-10-14
2496,156,3,2023-11-12
2497,156,26,2023-07-30
2498,156,10,2023-11-02
2499,156,8,2024-03-20
2500,156,29,2023-10-10
2501,156,1,2024-07-06
2502,156,14,2024-12-05
2503,156,16,2023-10-22
2504,156,5,2023-03-27
2505,157,22,2024-09-29
2506,157,8,2024-09-15
2507,157,20,2023-02-26
2508,157,13,2023-04-26
2509,157,11,2024-11-28
2510,157,5,2023-12-26
2511,157,12,2023-08-19
2512,157,9,2023-04-22
2513,157,10,2023-09-16
2514,157,17,2023-01-04
2515,157,28,2023-06-12
2516,157,14,2023-05-14
2517,157,18,2023-03-03
2518,158,8,2024-07-31
2519,158,20,2023-06-12
2520,158,10,2024-11-18
2521,158,27,2023-09-21
2522,158,22,2024-01-02
2523,158,14,2024-01-27
2524,158,1,2023-06-11
2525,158,23,2024-02-20
2526,158,21,2023-09-16
2527,158,5,2023-01-08
2528,158,29,2023-10-26
2529,158,13,2024-03-02
2530,158,12,2023-03-27
2531,158,26,2024-07-23
2532,158,9,2024-04-28
2533,158,2,2023-08-15
2534,158,15,2024-03-08
2535,158,24,2023-08-10
2536,158,3,2024-04-18
2537,158,11,2023-04-23
2538,159,10,2024-02-25
2539,159,20,2023-12-05
2540,159,21,2023-03-07
2541,159,3,2024-07-24
2542,159,30,2023-08-29
2543,159,26,2023-06-25
2544,159,14,2024-07-25
2545,159,8,2023-05-27
2546,159,22,2024-05-14
2547,159,4,2023-12-13
2548,159,16,2024-08-07
2549,159,23,2023-02-06
2550,159,29,2024-07-20
2551,159,15,2023-06-17
2552,159,11,2024-09-28
2553,159,17,2023-09-16
2554,159,12,2023-01-06
2555,160,10,2023-02-04
2556,160,26,2024-03-04
2557,160,13,2024-11-25
2558,160,9,2024-02-15
2559,160,16,2023-11-21
2560,160,14,2023-05-09
2561,160,21,2024-10-04
2562,160,27,2023-03-18
2563,160,20,2024-11-13
2564,160,29,2023-06-12
2565,160,22,2023-04-11
2566,160,12,2023-09-12
2567,160,5,2023-01-04
2568,160,19,2023-01-11
2569,160,1,2023-05-17
2570,160,11,2024-05-21
2571,161,1,2023-07-01
2572,161,11,2024-08-20
2573,161,5,2023-02-17
2574,161,12,2023-03-29
2575,161,13,2024-10-18
2576,161,25,2023-04-03
2577,161,8,2023-08-08
2578,161,4,2023-04-09
2579,161,21,2024-03-12
2580,161,22,2023-02-11
2581,161,10,2023-07-30
2582,161,14,2023-08-27
2583,161,26,2024-04-19
2584,161,15,2023-12-29
2585,161,28,2023-05-21
2586,161,9,2023-12-06
2587,161,20,2023-12-02
2588,161,29,2023-09-16
2589,161,3,2024-01-25
2590,162,20,2023-09-01
2591,162,14,2023-12-16
2592,162,28,2023-09-04
2593,162,5,2023-11-11
2594,162,19,2023-06-24
2595,162,2,2023-08-04
2596,162,8,2024-07-06
2597,162,24,2024-10-07
2598,162,7,2024-09-12
2599,162,1,2023-08-30
2600,162,16,2023-08-23
2601,162,21,2023-02-12
2602,162,12,2023-07-20
2603,162,13,2024-03-04
2604,163,8,2024-12-13
2605,163,27,2023-05-05
2606,163,21,2023-10-20
2607,163,26,2024-05-23
2608,163,16,2024-09-10
2609,163,6,2023-09-23
2610,163,20,2024-12-17
2611,163,11,2023-01-12
2612,163,13,2023-12-11
2613,163,29,2024-12-23
2614,163,28,2023-07-20
2615,163,9,2024-01-25
2616,163,1,2023-11-21
2617,163,2,2023-10-15
2618,164,20,2024-01-15
2619,164,5,2023-08-09
2620,164,10,2024-12-03
2621,164,14,2023-07-21
2622,164,8,2024-06-10
2623,164,21,2024-11-11
2624,164,23,2024-03-09
2625,164,1,2023-08-06
2626,164,13,2024-09-12
2627,164,16,2024-08-26
2628,164,11,2024-02-02
2629,164,17,2023-03-26
2630,164,29,2023-11-19
2631,164,24,2023-11-12
2632,164,7,2023-05-19
2633,164,28,2023-10-21
2634,164,18,2023-04-23
2635,164,9,2024-05-21
2636,165,12,2023-12-09
2637,165,13,2023-04-16
2638,165,18,2024-10-24
2639,165,4,2023-09-04
2640,165,22,2023-08-27
2641,165,5,2023-04-18
2642,165,9,2024-10-09
2643,165,29,2023-07-29
2644,165,8,2024-03-09
2645,165,14,2023-06-24
2646,165,1,2024-10-16
2647,165,20,2024-07-29
2648,165,10,2024-01-03
2649,165,25,2023-09-10
2650,165,26,2024-04-23
2651,166,14,2023-12-15
2652,166,8,2023-01-04
2653,166,11,2024-01-05
2654,166,17,2023-06-07
2655,166,4,2023-10-05
2656,166,29,2023-08-05
2657,166,21,2023-05-02
2658,166,13,2024-11-22
2659,166,9,2023-07-05
2660,166,12,2024-01-06
2661,166,20,2024-08-28
2662,166,28,2023-09-24
2663,166,16,2024-11-16
2664,166,5,2023-10-23
2665,166,7,2024-11-23
2666,166,23,2023-11-27
2667,167,12,2024-09-26
2668,167,21,2024-12-31
2669,167,22,2024-05-21
2670,167,10,2023-12-14
2671,167,20,2024-05-26
2672,167,14,2023-03-27
2673,167,29,2023-05-13
2674,167,5,2023-12-31
2675,167,15,2024-09-19
2676,167,2,2024-08-22
2677,167,1,2023-10-03
2678,167,9,2023-07-27
2679,168,8,2023-12-19
2680,168,16,2023-07-31
2681,168,17,2023-12-25
2682,168,1,2024-07-12
2683,168,9,2024-10-08
2684,168,13,2023-10-27
2685,168,14,2024-08-27
2686,168,12,2024-05-28
2687,168,2,2024-11-04
2688,168,29,2024-06-25
2689,168,5,2024-02-07
2690,168,3,2024-05-07
2691,168,21,2023-08-21
2692,168,11,2024-05-07
2693,168,23,2024-06-02
2694,168,10,2024-03-22
2695,168,25,2023-03-17
2696,168,26,2024-01-14
2697,168,20,2024-06-03
2698,168,15,2023-05-25
2699,169,22,2024-09-08
2700,169,13,2024-09-01
2701,169,12,2023-05-06
2702,169,11,2024-09-23
2703,169,20,2023-06-08
2704,169,4,2024-11-16
2705,169,1,2023-01-29
2706,169,2,2023-06-13
2707,169,7,2024-03-21
2708,169,9,2024-02-02
2709,169,23,2024-05-18
2710,169,5,2023-10-23
2711,169,8,2023-01-03
2712,169,29,2024-03-27
2713,169,30,2024-01-09
2714,169,15,2024-01-07
2715,169,21,2023-10-03
2716,169,14,2024-10-12
2717,169,19,2024-08-02
2718,170,21,2023-01-29
2719,170,9,2023-07-28
2720,170,29,2024-03-11
2721,170,20,2024-03-06
2722,170,16,2023-04-13
2723,170,13,2023-12-13
2724,170,17,2024-04-09
2725,170,5,2024-09-03
2726,170,8,2024-10-10
2727,170,10,2023-10-09
2728,170,14,2024-04-15
2729,170,15,2023-05-08
2730,170,22,2024-10-16
2731,171,20,2024-12-31
2732,171,9,2023-12-20
2733,171,29,2023-05-08
2734,171,11,2023-10-30
2735,171,5,2023-07-06
2736,171,10,2024-01-19
2737,171,13,2023-06-22
2738,171,22,2023-10-19
2739,171,8,2024-10-25
2740,171,17,2023-03-02
2741,171,24,2024-07-12
2742,171,14,2023-02-27
2743,171,21,2023-12-01
2744,171,12,2024-05-03
2745,171,2,2024-11-29
2746,171,16,2023-07-02
2747,171,15,2023-02-08
2748,171,1,2024-07-02
2749,171,30,2024-10-15
2750,172,4,2023-02-14
2751,172,16,2023-02-01
2752,172,13,2023-03-04
2753,172,9,2024-11-27
2754,172,12,2024-04-19
2755,172,11,2024-11-03
2756,172,5,2024-05-30
2757,172,3,2024-06-08
2758,172,10,2023-04-26
2759,172,26,2024-01-10
2760,172,24,2023-09-25
2761,172,21,2024-09-01
2762,172,20,2023-02-01
2763,172,22,2023-01-14
2764,172,8,2024-02-11
2765,172,6,2024-12-10
2766,172,29,2024-12-28
2767,173,1,2023-11-11
2768,173,10,2023-02-26
2769,173,13,2023-05-09
2770,173,18,2023-12-22
2771,173,5,2023-08-28
2772,173,15,2023-03-04
2773,173,12,2024-08-08
2774,173,17,2023-05-29
2775,173,8,2024-09-28
2776,173,28,2023-05-10
2777,173,30,2024-01-15
2778,173,22,2024-06-15
2779,173,14,2023-12-18
2780,173,21,2023-11-01
2781,173,6,2024-07-02
2782,173,26,2023-01-09
2783,173,20,2024-08-26
2784,174,14,2024-07-13
2785,174,23,2024-02-12
2786,174,10,2023-04-17
2787,174,29,2024-05-12
2788,174,11,2023-07-07
2789,174,13,2024-02-18
2790,174,26,2024-01-28
2791,174,12,2024-04-08
2792,174,21,2024-07-08
2793,174,28,2024-02-14
2794,174,16,2024-09-15
2795,174,1,2023-07-09
2796,174,8,2024-07-03
2797,174,5,2023-09-08
2798,174,17,2024-04-04
2799,174,4,2023-12-26
2800,174,9,2024-10-25
2801,174,6,2023-07-18
2802,175,20,2024-07-29
2803,175,9,2023-08-17
2804,175,29,2024-05-20
2805,175,8,2024-07-11
2806,175,16,2024-05-16
2807,175,21,2023-11-02
2808,175,22,2024-03-23
2809,175,17,2023-12-09
2810,175,14,2024-04-04
2811,175,3,2023-12-02
2812,175,5,2023-10-16
2813,175,18,2023-05-28
2814,175,1,2023-10-11
2815,175,26,2024-06-11
2816,175,15,2024-09-28
2817,175,2,2023-03-17
2818,176,9,2024-01-06
2819,176,8,2024-08-11
2820,176,13,2023-09-26
2821,176,25,2023-05-02
2822,176,15,2024-09-08
2823,176,12,2024-07-11
2824,176,11,2024-01-25
2825,176,21,2023-01-29
2826,176,14,2023-12-08
2827,176,27,2024-03-28
2828,176,17,2024-09-19
2829,176,3,2024-01-07
2830,176,24,2023-12-05
2831,177,13,2023-10-30
2832,177,29,2023-01-17
2833,177,10,2023-11-05
2834,177,1,2023-01-26
2835,177,16,2024-07-20
2836,177,8,2024-12-24
2837,177,26,2023-08-25
2838,177,9,2023-08-18
2839,177,21,2024-02-17
2840,177,11,2024-01-02
2841,177,3,2023-10-06
2842,177,5,2023-09-25
2843,177,20,2023-05-18
2844,177,12,2023-07-03
2845,177,22,2024-03-04
2846,178,9,2024-07-02
2847,178,12,2024-08-23
2848,178,1,2023-04-30
2849,178,14,2023-09-06
2850,178,24,2024-05-02
2851,178,30,2023-12-15
2852,178,10,2024-03-18
2853,178,22,2024-01-21
2854,178,6,2024-08-15
2855,178,29,2024-10-01
2856,178,17,2023-11-25
2857,178,5,2023-11-12
2858,178,18,2023-07-23
2859,178,13,2023-11-21
2860,178,23,2024-09-03
2861,178,20,2024-01-02
2862,178,8,2024-05-20
2863,178,21,2023-11-02
2864,179,20,2023-12-19
2865,179,9,2023-07-08
2866,179,14,2023-04-16
2867,179,27,2024-05-28
2868,179,10,2023-12-19
2869,179,1,2024-01-08
2870,179,11,2023-12-20
2871,179,22,2024-06-30
2872,179,29,2024-12-07
2873,179,21,2024-01-10
2874,179,5,2023-04-24
2875,179,26,2023-08-28
2876,179,13,2023-12-29
2877,179,3,2023-03-17
2878,179,17,2023-06-17
2879,179,16,2023-05-29
2880,179,2,2024-12-12
2881,179,8,2023-10-20
2882,180,14,2024-02-08
2883,180,13,2024-12-21
2884,180,29,2023-04-27
2885,180,11,2023-06-28
2886,180,1,2023-05-11
2887,180,10,2023-03-10
2888,180,9,2024-03-17
2889,180,20,2023-08-06
2890,180,8,2024-07-02
2891,180,12,2023-10-20
2892,180,16,2024-04-10
2893,180,27,2023-03-07
2894,180,21,2023-08-29
2895,180,5,2023-10-30
2896,180,18,2023-02-13
2897,180,19,2023-11-03
2898,180,28,2023-12-10
2899,180,7,2023-10-23
2900,180,17,2024-01-04
2901,181,27,2024-07-17
2902,181,28,2024-02-24
2903,181,23,2024-05-02
2904,181,30,2024-05-20
2905,181,20,2023-01-07
2906,181,7,2024-05-27
2907,181,11,2024-07-29
2908,181,18,2024-06-11
2909,181,25,2024-01-20
2910,181,8,2023-01-12
2911,181,2,2023-12-24
2912,182,29,2024-02-21
2913,182,7,2024-12-14
2914,182,24,2023-01-26
2915,182,13,2024-12-04
2916,182,6,2023-04-15
2917,182,25,2023-03-25
2918,182,8,2023-03-29
2919,182,23,2023-03-31
2920,182,30,2023-12-05
2921,182,15,2024-04-12
2922,183,12,2023-10-15
2923,183,7,2023-06-28
2924,183,4,2024-04-14
2925,183,2,2024-09-20
2926,183,30,2023-01-29
2927,183,28,2024-07-24
2928,183,23,2024-10-31
2929,183,14,2024-12-27
2930,183,22,2024-04-28
2931,183,27,2023-08-18
2932,183,5,2023-04-17
2933,184,24,2024-04-12
2934,184,7,2024-03-03
2935,184,20,2024-01-07
2936,184,15,2024-01-04
2937,184,26,2024-12-26
2938,184,2,2024-03-14
2939,184,19,2024-03-12
2940,184,3,2023-09-03
2941,184,18,2023-12-25
2942,184,27,2024-06-03
2943,184,6,2024-09-19
2944,184,29,2024-07-23
2945,185,7,2024-07-22
2946,185,10,2024-10-02
2947,185,3,2023-07-18
2948,185,25,2024-04-08
2949,185,27,2023-04-04
2950,185,6,2023-11-19
2951,185,16,2024-11-13
2952,185,18,2024-04-15
2953,185,2,2023-07-30
2954,185,8,2024-06-30
2955,186,2,2023-08-11
2956,186,27,2023-08-21
2957,186,12,2023-12-04
2958,186,14,2024-09-25
2959,186,7,2024-03-17
2960,186,23,2024-11-02
2961,186,11,2023-02-15
2962,186,6,2024-09-12
2963,186,26,2023-02-01
2964,187,18,2024-03-22
2965,187,30,2024-03-12
2966,187,7,2024-01-11
2967,187,9,2024-02-08
2968,187,4,2023-10-18
2969,187,23,2024-02-23
2970,187,2,2023-09-23
2971,187,3,2023-12-13
2972,188,18,2024-06-26
2973,188,27,2024-08-22
2974,188,23,2024-01-01
2975,188,7,2023-04-28
2976,188,2,2023-04-20
2977,188,15,2023-03-28
2978,188,16,2024-08-11
2979,188,28,2024-01-26
2980,188,1,2023-06-08
2981,188,24,2023-04-02
2982,189,7,2024-08-30
2983,189,25,2024-03-20
2984,189,18,2024-03-13
2985,189,14,2023-03-24
2986,189,30,2024-01-29
2987,189,23,2023-03-20
2988,190,3,2023-02-19
2989,190,18,2023-05-05
2990,190,9,2024-04-02
2991,190,17,2023-01-07
2992,190,7,2024-04-28
2993,190,28,2024-10-11
2994,190,1,2023-04-17
2995,190,24,2024-06-24
2996,190,26,2024-02-08
2997,190,4,2024-11-21
2998,191,14,2023-09-12
2999,191,24,2023-03-13
3000,191,27,2024-12-30
3001,191,13,2023-02-08
3002,191,26,2024-12-29
3003,191,6,2023-02-17
3004,191,15,2024-01-05
3005,192,2,2023-09-19
3006,192,30,2024-07-21
3007,192,6,2023-11-21
3008,192,19,2023-10-18
3009,192,7,2023-06-18
3010,192,25,2024-04-26
3011,193,10,2024-10-26
3012,193,7,2024-06-17
3013,193,5,2023-05-14
3014,193,4,2023-01-22
3015,193,25,2023-09-17
3016,193,11,2024-05-01
3017,193,30,2023-10-02
3018,194,23,2024-01-01
3019,194,19,2023-10-08
3020,194,5,2023-03-25
3021,194,26,2024-04-02
3022,194,17,2023-04-06
3023,194,24,2023-09-01
3024,194,27,2023-08-17
3025,194,6,2024-12-08
3026,194,2,2024-12-25
3027,194,25,2023-02-27
3028,194,9,2023-04-25
3029,195,30,2023-08-07
3030,195,19,2024-03-07
3031,195,11,2024-01-18
3032,195,21,2023-09-02
3033,195,1,2024-04-23
3034,195,7,2023-07-15
3035,195,23,2023-05-23
3036,195,28,2023-07-21
3037,195,18,2023-01-09
3038,195,29,2024-11-13
3039,195,24,2023-07-07
3040,196,7,2023-11-14
3041,196,3,2024-09-21
3042,196,18,2023-03-26
3043,196,15,2023-08-07
3044,196,10,2023-03-12
3045,196,17,2023-04-14
3046,196,14,2023-02-15
3047,196,6,2024-09-07
3048,196,27,2023-02-13
3049,196,25,2024-07-09
3050,196,2,2023-04-25
3051,197,7,2024-09-11
3052,197,24,2024-08-26
3053,197,26,2023-03-19
3054,197,27,2023-03-14
3055,197,9,2023-02-17
3056,197,2,2024-04-14
3057,197,19,2024-10-30
3058,197,8,2023-01-23
3059,197,17,2023-04-12
3060,197,30,2023-12-22
3061,197,28,2023-10-13
3062,197,22,2023-03-17
3063,198,13,2023-07-12
3064,198,10,2023-10-19
3065,198,23,2023-01-25
3066,198,27,2024-09-02
3067,198,17,2023-03-27
3068,198,9,2023-10-23
3069,198,8,2023-05-28
3070,198,6,2023-08-04
3071,198,26,2023-02-03
3072,198,4,2024-11-24
3073,199,18,2023-04-03
3074,199,8,2023-08-07
3075,199,15,2023-07-11
3076,199,7,2024-01-17
3077,199,29,2023-11-08
3078,199,30,2023-12-01
3079,199,9,2023-03-11
3080,199,27,2024-10-05
3081,199,25,2024-05-31
3082,199,12,2024-11-02
3083,199,21,2024-08-29
3084,199,13,2024-03-28
3085,200,6,2024-09-15
3086,200,29,2024-12-15
3087,200,23,2023-12-24
3088,200,17,2023-05-01
3089,200,25,2023-04-22
3090,200,28,2023-07-14
3091,200,7,2024-05-16
3092,200,2,2023-03-12
3093,201,14,2024-08-10
3094,201,30,2023-05-27
3095,201,27,2024-01-14
3096,201,7,2024-08-03
3097,201,11,2023-01-31
3098,201,23,2024-03-07
3099,201,18,2024-04-25
3100,201,16,2024-01-28
3101,201,25,2024-04-14
3102,201,24,2024-10-16
3103,202,22,2023-07-05
3104,202,24,2024-09-16
3105,202,7,2023-07-27
3106,202,28,2024-11-20
3107,202,16,2024-09-19
3108,202,3,2023-03-14
3109,203,13,2024-07-03
3110,203,22,2024-09-26
3111,203,30,2024-12-28
3112,203,23,2024-05-10
3113,203,24,2023-12-25
3114,203,27,2024-03-24
3115,203,10,2023-08-30
3116,203,9,2023-06-29
3117,203,15,2024-01-28
3118,204,7,2023-02-17
3119,204,23,2023-06-03
3120,204,30,2024-12-26
3121,204,15,2024-09-29
3122,204,10,2023-12-02
3123,204,4,2024-07-28
3124,204,18,2024-05-05
3125,204,9,2024-07-19
3126,204,26,2023-01-14
3127,204,27,2023-03-03
3128,204,28,2024-10-23
3129,205,19,2024-03-26
3130,205,13,2023-07-02
3131,205,15,2023-11-14
3132,205,23,2024-02-25
3133,205,17,2024-09-08
3134,205,28,2023-08-08
3135,205,18,2023-04-28
3136,205,24,2023-08-19
3137,205,20,2024-03-10
3138,205,27,2023-06-19
3139,205,8,2023-10-20
3140,206,23,2024-12-21
3141,206,18,2023-01-27
3142,206,30,2024-10-27
3143,206,27,2024-05-10
3144,206,7,2023-08-11
3145,206,26,2023-01-26
3146,206,29,2024-09-10
3147,207,28,2023-03-11
3148,207,11,2024-03-18
3149,207,20,2023-04-02
3150,207,19,2023-09-17
3151,207,15,2024-03-23
3152,207,4,2023-10-05
3153,208,15,2023-05-07
3154,208,22,2024-09-30
3155,208,26,2023-09-26
3156,208,25,2023-03-16
3157,208,18,2024-11-17
3158,208,2,2024-12-31
3159,208,30,2024-01-01
3160,208,17,2024-04-04
3161,208,10,2024-07-05
3162,208,24,2023-02-18
3163,208,1,2023-08-05
3164,209,30,2024-11-15
3165,209,15,2023-04-25
3166,209,28,2023-08-26
3167,209,25,2024-11-10
3168,209,27,2024-03-10
3169,209,19,2023-05-31
3170,209,7,2024-03-17
3171,209,11,2024-10-02
3172,209,18,2023-10-01
3173,210,7,2023-10-14
3174,210,17,2024-04-08
3175,210,19,2023-05-03
3176,210,27,2024-10-15
3177,210,25,2023-08-21
3178,210,2,2023-11-24
3179,210,29,2024-03-10
3180,210,30,2024-07-29
3181,210,28,2024-06-18
3182,211,30,2024-02-17
3183,211,18,2023-11-16
3184,211,2,2023-07-31
3185,211,12,2024-03-13
3186,211,27,2023-09-25
3187,211,3,2024-12-02
3188,211,23,2023-12-05
3189,211,16,2024-07-06
3190,211,5,2023-06-21
3191,211,6,2024-04-17
3192,211,25,2024-02-13
3193,211,14,2024-06-27
3194,212,7,2024-06-09
3195,212,27,2024-01-19
3196,212,12,2024-09-19
3197,212,25,2024-01-31
3198,212,30,2023-01-18
3199,212,15,2024-09-06
3200,212,16,2024-05-14
3201,212,11,2023-08-10
3202,212,2,2023-07-19
3203,213,15,2023-12-15
3204,213,28,2024-03-16
3205,213,3,2024-07-05
3206,213,25,2023-06-26
3207,213,24,2024-02-02
3208,213,27,2024-07-19
3209,213,30,2024-07-22
3210,213,18,2023-06-16
3211,213,19,2024-09-04
3212,213,4,2023-04-30
3213,213,10,2023-07-13
3214,213,14,2024-09-18
3215,214,30,2023-09-22
3216,214,2,2023-11-09
3217,214,7,2024-01-27
3218,214,27,2023-08-21
3219,214,18,2023-07-05
3220,214,11,2024-09-14
3221,214,28,2023-06-20
3222,214,23,2024-11-28
3223,214,24,2023-01-28
3224,214,1,2023-11-06
3225,215,18,2024-12-12
3226,215,30,2024-11-20
3227,215,24,2024-08-08
3228,215,26,2024-02-13
3229,215,9,2024-10-07
3230,215,3,2023-03-19
3231,215,27,2024-12-28
3232,215,19,2023-05-30
3233,215,17,2023-10-22
3234,215,28,2024-10-25
3235,216,9,2024-11-12
3236,216,2,2024-05-19
3237,216,6,2024-07-03
3238,216,27,2024-09-23
3239,216,17,2023-10-11
3240,216,30,2023-09-03
3241,216,3,2024-12-10
3242,216,19,2023-12-03
3243,216,23,2024-06-20
